movie_id,title,release_date,metascore,userscore,production_budget,worldwide_box_office,rating_id
pataakha-(india)-(2018),Pataakha,2018-09-28,,,,13329.0,
pivnica-(slovakia)-(2018),Pivnica,2018-09-28,,,,103496.0,
parahuna-(india)(2018),Parahuna,2018-09-28,,,,137397.0,
pan-zi-xinh-dong-dui-(china)-(2018),Pan Zi Xinh Dong Dui,2018-09-28,,,,37516290.0,
old-man-and-the-gun-the-(2018),The Old Man and the Gun,2018-09-28,,,15800000.0,16955673.0,
nuestro-tiempo-(mexico)-(2018),Nuestro tiempo,2018-06-14,,,,153960.0,
oreina-(spain)-(2018),Oreina,2018-09-28,,,,37314.0,
natsume-s-book-of-friends-the-movie-tied-to-the-temporal-world-(japan)-(2018),Natsume's Book of Friends The Movie: Tied to the Temporal World,2018-09-28,,,,23913019.0,
monsters-and-men-(2018),Monsters and Men,2018-09-28,,,,510987.0,
noche-de-12-anos-la-(uruguay)-(2018),La noche de 12 aÃƒÂ±os,2018-09-28,,,,766842.0,
meeting-the-(ireland)-(2018),The Meeting,2018-09-28,,,,5605.0,
libre-(france)-(2018),Libre,2018-09-28,,,,160655.0,
kler-(poland)-(2018),Kler,2018-09-28,,,,29913342.0,
little-women-(2018),Little Women,2018-09-28,,,,1462977.0,
maggie-black-(2018),Maggie Black,2018-09-28,,,,,
instrucciones-para-flotar-un-muerto-(argentina)-(2018),Instrucciones para flotar un muerto,2018-09-28,,,,456.0,
kvepavimas-i-marmura-(lithuania)-(2018),KvÃ„â€”pavimas Ã„Â¯ marmurÃ„â€¦,2018-09-28,,,,8121.0,
charged-the-eduardo-garcia-story,Charged: The Eduardo Garcia Story,2017-10-04,,,,,
ribbon-(india),Ribbon,2017-10-03,,,,56227.0,
demon-hole,Demon Hole,2017-10-03,,,,,
walking-out-(2017),Walking Out,2017-10-04,,,,162521.0,
life-after-flash-(uk)-(2019),Life After Flash,2017-10-02,,,,,
howard-lovecraft-and-the-undersea-kingdom-(2017-canada),Howard Lovecraft & the Undersea Kingdom,2017-10-01,,,,5534.0,
outlaws-the-(s-korea),The Outlaws,2017-09-18,,,,52097753.0,
alex-the-floating-planet-(china),Alex:the floating planet,2017-10-01,,,,7330000.0,
mully,Mully,2017-10-03,,,,,
gang-tie-fei-long-zhi-zai-jian-ao-te-man-(china),Gang Tie Fei Long Zhi Zai Jian Ao Te Man,2017-10-01,,,,6120728.0,
zahradnictvi-dezerter-(cz)-(2017),ZahradnictvÃƒÂ­: DezertÃƒÂ©r,2017-09-29,,,,320325.0,
zama-(argentina)-(2017),Zama,2017-04-13,,,,631978.0,
tawai-a-voice-from-the-forest-(uk),Tawai: A Voice from the Forest,2017-09-29,,,,102909.0,
til-death-do-us-part-(2017),Til Death Do Us Part,2017-09-29,,,,,
take-every-wave-the-life-of-laird-hamilton,Take Every Wave: The Life of Laird Hamilton,2017-09-29,66.0,,,192407.0,0.0
super-dark-times,Super Dark Times,2017-09-29,75.0,7.1,,,0.0
stopping-traffic-(documentary),Stopping Traffic,2017-09-29,,,,,
sound-the-(canada),The Sound,2017-09-29,,,,467.0,
tam-cam-chuyen-chua-ke-(vietnam),Tam Cam: Chuyen Chua Ke,2017-09-29,,,,,
signature-move,Signature Move,2017-09-29,,,,,
palmeras-en-la-nieve-(spain),Palmeras en la nieve,2015-12-25,,,,18428243.0,
pettersson-und-findus-kleiner-qualgeist-grobe-freundschaft,"Pettersson und Findus - Kleiner QuÃƒÂ¤lgeist, groÃƒÅ¸e Freundschaft",2015-12-25,,,,156279.0,
nouveau-le-(france)-(2015),Le nouveau,2015-12-25,,,,2501225.0,
mavis,Mavis!,2015-12-25,,,,44163.0,
ji-zhi-zhui-ji-long-feng-jie-(china),Ji zhi zhui ji: Long Feng Jie,2017-08-31,,,,2669935.0,
grand-partage-le-(france),Le Grand Partage,2015-12-25,,,,7481752.0,
hateful-eight-the,The Hateful Eight,2015-12-25,,,62000000.0,152366784.0,
delibal,Delibal,2015-12-25,,,,6457519.0,
kar-korsanlari-(turkey)-(2015),Kar korsanlari,2015-12-25,,,,3767.0,
doctor-who-the-husbands-of-river-song-(uk)-(2015),Doctor Who: The Husbands of River Song,2015-12-25,,,,28418.0,
asphalte-(france)-(2015),Asphalte,2015-12-25,,,,887938.0,
olentzero-eta-amilaren-sekretua-(argentina)-(2015),Olentzero eta Amilaren sekretua,2015-12-25,,,,16555.0,
alles-unter-kontrolle,Alles unter Kontrolle,2015-12-25,,,,120340.0,
ana-yurdu-(turkey)-(2015),Ana Yurdu,2015-12-25,,,,14854.0,
daddys-home-(2015),DaddyÃ¢â‚¬â„¢s Home,2015-12-25,,,50000000.0,241504989.0,
the-old-man-child-and-foreigner-(china)-(2015),"The Old Man, Child and Foreigner",2015-12-24,,,,520000.0,
pasanga-2,Pasanga 2,2015-12-24,,,,57477.0,
yip-man-3-(hong-kong)-(2015),Yip Man 3,2015-01-22,,,36000000.0,157300954.0,
samyy-luchshiy-den,Samyy luchshiy den!,2015-12-24,,,,10828870.0,
padesatka,PadesÃƒÂ¡tka,2015-12-24,,,,2584406.0,
concussion-(2015),Concussion,2015-12-25,,,35000000.0,50363790.0,
joy,Joy,2015-12-25,56.0,6.5,60000000.0,101134059.0,1.0
ich-bin-dann-mal-weg,Ich bin dann mal weg,2015-12-24,,,,16670205.0,
piuma-(italy),Piuma,2016-10-20,,,,339958.0,
31st-october-(india)-(2016),31st October,2016-10-21,,,,6940.0,
ledokol-(russia)-(2016),Ledokol,2016-10-20,,,,5653689.0,
ouija-origin-of-evil,Ouija: Origin of Evil,2016-10-21,65.0,7.8,9000000.0,81831866.0,1.0
keeping-up-with-the-joneses,Keeping Up with the Joneses,2016-10-21,34.0,7.3,40000000.0,28804426.0,1.0
fen-shou-zai-shuo-wo-ai-ni-(china),Fen shou zai shuo wo ai ni,2015-12-24,,,,4480590.0,
jack-reacher-never-go-back,Jack Reacher: Never Go Back,2016-10-21,47.0,5.6,60000000.0,159946489.0,1.0
american-pastoral,American Pastoral,2016-10-21,43.0,6.0,,1892175.0,2.0
michael-moore-in-trumpland,Michael Moore in TrumpLand,2016-10-19,54.0,3.8,,,0.0
i-daniel-blake-(uk),"I, Daniel Blake",2016-06-02,,,,15887187.0,
heartfall-arises-(hong-kong),Heartfall Arises,2016-10-20,,,,16788620.0,
hannah-buddhisms-untold-journey,Hannah: BuddhismÃ¢â‚¬â„¢s Untold Journey,2016-10-20,,,,19130.0,
jacqueline-argentine,Jacqueline Argentine,2016-10-18,,,,,
i-babysitter-(italy),I Babysitter,2016-10-19,,,,1512879.0,
corazon-muerto-(argentina)-(2016),CorazÃƒÂ³n Muerto,2016-10-17,,,,,
granada-y-al-paraiso-(argentina)-(2016),Granada y al ParaÃƒÂ­so,2016-10-16,,,,142.0,
zunyi-conference-(china)-(2016),Zunyi Conference,2016-10-14,,,,329103.0,
when-love-happens-again,When Love Happens Again,2016-10-14,,,,,
mi-america-(2016),Mi America,2016-10-16,,,2100000.0,,
yolsuzlar-cetesi-(turkey)-(2016),Yolsuzlar Ãƒâ€¡etesi,2016-10-14,,,,41774.0,
verruckt-nach-fixi-(germany)-(2016),VerrÃƒÂ¼ckt nach Fixi,2016-10-14,,,,499877.0,
warriors-the-(china),The Warriors,2016-10-14,,,,4754904.0,
vivire-con-tu-recuerdo-(argentina)-(2016),VivirÃƒÂ© con tu recuerdo,2016-10-14,,,,969.0,
tutak-tutak-tutiya-(india)-(2016),Tutak Tutak Tutiya,2016-10-14,,,,8498.0,
ustav-republike-hrvatske-(croatia),Ustav Republike Hrvatske,2016-10-14,,,,13037.0,
unless,Unless,2016-10-14,,,,20644.0,
hold-the-dark,Hold the Dark,2018-09-28,63.0,5.2,,,2.0
globe-theatre-the-winters-tale-(uk)(2018),Globe Theatre: The Winter's Tale,2018-09-28,,,,156959.0,
halef-(turkey)-(2018),Halef,2018-09-28,,,,1338.0,
i-feel-good-(france)-(2018),I Feel Good,2018-09-28,,,,4008571.0,
free-solo-(documentary)-(2018),Free Solo,2018-09-28,,,,28611090.0,
first-light-(canada)-(2018),First Light,2018-09-28,,,,23046.0,
fireman-sam-ready-for-action-(uk)-(2018),Fireman Sam: Ready for Action!,2018-09-28,,,,553887.0,
fade-away-pastoral-(china)-(2018),Fade Away Pastoral,2018-09-28,,,,1307365.0,
extremity-(canada),Extremity,2018-09-28,,,,,
family-games-(2017),Family Games,2018-09-28,,,,666.0,
elvys-wereld-so-ibiza-(netherlands)-(2018),Elvy's Wereld: So Ibiza!,2018-09-28,,,,962817.0,
enterrados-(spain)-(2018),Enterrados,2018-09-28,,,,180.0,
domestik-(czech-republic),Domestik,2018-09-28,,,,5875.0,
dtc-yukemuri-junjo-hen-(japan)-(2018),DTC Yukemuri Junjo hen,2018-09-28,,,,652537.0,
goktasi-(turkey)-(2018),GÃƒÂ¶ktaÃ…Å¸Ã„Â±,2018-09-28,,,,679287.0,
domain-(2018),Domain,2018-09-28,,,,,
diez-menos-(argentina)-(2018),Diez Menos,2018-09-28,,,,574.0,
devadas-(india)-(2018),Devadas,2018-09-28,,,,98157.0,
cruise,Cruise,2018-09-28,,,,,
chekka-chivantha-vaanam-(india)(2018),Chekka Chivantha Vaanam,2018-09-28,,,,360015.0,
chiri-tsubaki-(japan)-(2018),Chiri tsubaki,2018-09-28,,,,5410153.0,
ballon-(germany)-(2018),Ballon,2018-09-06,,,,9787484.0,
sea-sorrow-(uk),Sea Sorrow,2017-09-29,,,,3704.0,
rock-my-heart-(germany),Rock My Heart,2017-09-29,,,,292180.0,
secret-superstar-(india),Secret Superstar,2017-10-19,,,,128719011.0,
prosperity-(2017-documentary),Prosperity,2017-09-29,,,,,
question-of-faith-a-(2017),A Question of Faith,2017-09-29,,,,,
bad-reputation-(documentary)-(2018),Bad Reputation,2018-09-28,,,,154187.0,
pearl-jam-lets-play-two,Pearl Jam: LetÃ¢â‚¬â„¢s Play Two,2017-09-29,,,,561578.0,
operacion-concha-(spain),Operacion Concha,2017-09-29,,,,218757.0,
petit-spirou-le-(france),Le petit Spirou,2017-09-29,,,,3501986.0,
pathological-optimist-the-(documentary),The Pathological Optimist,2017-09-29,,,,,
on-the-road-(uk)-(2017),On the Road,2017-09-29,,,,,
our-souls-at-night-(2017),Our Souls at Night,2017-09-29,,,,,
never-say-die-(china),Never Say Die,2017-09-29,,,,334536622.0,
money-(france)-(2017),Money,2017-09-29,,,,133213.0,
prorub-(russia)-(2017),Prorub,2017-09-29,,,,2465.0,
njandukalude-nattil-oridavela-(india),Njandukalude Nattil Oridavela,2017-09-29,,,,36938.0,
mark-felt-the-man-who-brought-down-the-white-house,Mark Felt: The Man Who Brought Down the White House,2017-09-29,49.0,5.5,,1806266.0,1.0
marker-the-(uk),The Marker,2017-09-29,,,,37.0,
maitre-est-l-enfant-le-(france),Le MaÃƒÂ®tre est l'enfant,2017-09-29,,,,228770.0,
misfit-(netherlands),Misfit,2017-09-29,,,,2023771.0,
lyubov-v-gorode-angelov-(russia)-(2017),Lyubov v Gorode Angelov,2017-09-29,,,,535413.0,
lucky-(2017),Lucky,2017-09-29,,,,2600032.0,
llamada-la-(spain),La Llamada,2017-09-29,,,,3334804.0,
bruder-vor-luder,Bruder vor Luder,2015-12-24,,,,3378311.0,
brothers-of-the-wind-(austria),Brothers of the Wind,2015-12-24,,,,3697220.0,
ate-que-a-sorte-nos-separe-3-a-falencia-final-(brazil)(2015),AtÃƒÂ© que a Sorte nos Separe 3: A FalÃƒÂªncia Final,2015-12-24,,,,10502937.0,
masa-ile-koca-ayi-(turkey)-(2015),Masa ile Koca Ayi,2015-12-23,,,,4784608.0,
benefactor-the,The Benefactor,2015-01-15,,,,2151028.0,
hanachan-no-misoshiru-(japan),Hanachan no misoshiru,2015-12-19,,,,91560.0,
literally-right-before-aaron,"Literally, Right Before Aaron",2017-09-29,28.0,6.3,,,1.0
vie-tres-privee-de-monsieur-sim-la-(france)-(2015),La vie trÃƒÂ¨s privÃƒÂ©e de Monsieur Sim,2015-12-18,,,,983751.0,
zhe-yang-yi-wei-jiang-jun-(china)-(2015),Zhe Yang Yi Wei Jiang Jun,2015-12-23,,,,530000.0,
e-gun-tian-shi,E gun tian shi,2015-12-31,,,,98632192.0,
thanga-magan,Thanga Magan,2015-12-18,,,,70312.0,
soul-story-(china)-(2015),Soul Story,2015-12-18,,,,576472.0,
skammerens-datter-(denmark)-(2015),Skammerens datter,2015-12-18,,,,65236.0,
scala-la-traviata-la,La Scala La Traviata,2015-12-18,,,,1705.0,
sherpa,Sherpa,2015-12-18,93.0,7.6,,1160888.0,0.0
open-season-scared-silly,Open Season Scared Silly,2015-12-18,,,,1292725.0,
sisters,Sisters,2015-12-18,58.0,6.3,30000000.0,106030660.0,2.0
norveg-(russia),Norveg,2015-12-18,,,,32487.0,
noma-my-perfect-storm,Noma: My Perfect Storm,2015-12-18,47.0,,,1611738.0,0.0
nadide-hayat,Nadide Hayat,2015-12-18,,,,3148074.0,
no-comment-(russia),No Comment,2015-12-18,,,,2975.0,
lao-pao-er,Lao pao er,2015-12-24,,,,139204612.0,
po-nebu-bosikom-(russia),Po Nebu Bosikom,2015-12-18,,,,234164.0,
triada-(argentina)-(2016),TrÃƒÂ­ada,2016-10-14,,,,3019.0,
superplokhie-(russia),Superplokhie,2016-10-14,,,,259691.0,
inspired-island-part-2-the-(2015),The Inspired Island Part 2,2015-12-18,,,,62994.0,
super-model-(china)-(2016),Super Model,2016-10-14,,,,12561.0,
gui-wa-wa-(china)(2015),Gui Wa Wa,2015-12-18,,,,380000.0,
shadow-world-(2016),Shadow World,2016-10-14,,,,,
seni-seven-olsun-(turkey),Seni Seven Ãƒâ€“lsÃƒÂ¼n,2016-10-14,,,,163335.0,
sdayotsya-dom-so-vsemi-neudobstvami-(russia)-(2016),Sdayotsya dom so vsemi neudobstvami,2016-10-14,,,,462.0,
sky-ladder-the-art-of-cai-guo-qiang,Sky Ladder: The Art of Cai Guo-Qiang,2016-10-14,73.0,,,277761.0,0.0
saul-glyndebourne-2016-(opera)-(uk),Saul - Glyndebourne 2016,2016-10-14,,,,59427.0,
search-engines,Search Engines,2016-10-14,,,,,
royal-opera-cosi-fan-tutte-(2016),Royal Opera Cosi Fan Tutte,2016-10-14,,,,417987.0,
river-thief-the,The River Thief,2016-10-14,,,,,
pinamar-(argentina)-(2016),Pinamar,2016-10-14,,,,15225.0,
priceless-(2016),Priceless,2016-10-14,,,,,
piece-la-(france)-(2016),La piÃƒÂ¨ce,2016-10-14,,,,195982.0,
ordinary-world,Ordinary World,2016-10-14,55.0,5.8,,,0.0
rekka-(india),Rekka,2016-10-14,,,,2179.0,
oglan-bizim-kiz-bizim-(turkey),OÃ„Å¸lan Bizim KÃ„Â±z Bizim,2016-10-14,,,,30285.0,
ostravak-ostravska-(cz),Ostravak OSTRAVSKÃƒï¿½,2016-10-14,,,,87535.0,
oru-muthassi-gadha-(india),Oru Muthassi Gadha,2016-10-14,,,,2560.0,
o-shaolin-do-sertao-(brazil)-(2016),O Shaolin do SertÃƒÂ£o,2016-10-14,,,,2300185.0,
odyssey-the-(france-2016),L'OdyssÃƒÂ©e,2016-10-14,,,,9491587.0,
nanimono-(japan)-(2016),Nanimono,2016-10-14,,,,8577483.0,
na-nian-wo-dui-ni-de-cheng-nuo-(china)-(2016),Na Nian Wo Dui Ni De Cheng Nuo,2016-10-14,,,,28713.0,
o-cinema-manoel-de-oliveira-e-eu-(portugal),"O Cinema, Manoel de Oliveira e Eu",2016-10-14,,,,2091.0,
northlander-the-(2016-canada),The Northlander,2016-10-14,,,,,
anthropocene-the-human-epoch-(canada)-(2018),Anthropocene: The Human Epoch,2018-09-28,,,,776717.0,
all-about-nina-(2018),All About Nina,2018-09-28,,,,,
306-hollywood-(documentary)-(2018),306 Hollywood,2018-09-28,,,,,
3-4-(bulgaria)-(2018),2022-03-04 00:00:00,2018-09-28,,,,452.0,
10-segundos-para-vencer-(brazil)-(2018),10 Segundos para Vencer,2018-09-28,,,,89178.0,
a-arvore-(portugal)(2018),A Ãƒï¿½rvore,2018-09-28,,,,1509.0,
serdtse-mira-(russia)-(2018),Serdtse mira,2018-09-27,,,,55643.0,
neproshchennyy-(russia)-(2018),Neproshchennyy,2018-09-27,,,,5969570.0,
ricchi-di-fantasia-(italy)-(2018),Ricchi di fantasia,2018-09-27,,,,830051.0,
3-years-in-pakistan-the-erik-aude-story-(documentary)-(2018),3 Years in Pakistan: The Erik Aude Story,2018-09-28,,,,,
recuperando-a-mi-ex-(mexico)-(2018),Recuperando a mi Ex,2018-09-27,,,,1090617.0,
i-still-see-you,I Still See You,2018-10-12,31.0,6.7,,1629431.0,1.0
hell-fest-(2018),Hell Fest,2018-09-28,,,5500000.0,18294883.0,
chieri-to-cheri-(japan)(2015),Chieri to CherÃƒÂ®,2018-09-27,,,,19728.0,
michelangelo-infinito-(italy)-(2018),Michelangelo - Infinito,2018-09-27,,,,1117527.0,
bad-times-at-the-el-royale-(2018),Bad Times at the El Royale,2018-10-12,,,32000000.0,31178942.0,
girl-(belgium)-(2018),Girl,2018-09-27,,,1750000.0,8719182.0,
li-cha-de-gu-ma-(china)(2018),Li Cha De Gu Ma,2018-09-25,,,,86876449.0,
wondeopul-goseuteu-(south-korea)-(2018),Wondeopul Goseuteu,2018-09-26,,,,3289899.0,
zhao-dao-ni-(china)-(2018),Zhao Dao Ni,2018-09-22,,,,41046927.0,
muralla-(bolivia)-(2018),Muralla,2018-09-22,,,,,
rafiki-(kenya)-(2018),Rafiki,2018-04-19,,,,176513.0,
strange-nature-(2018),Strange Nature,2018-09-22,,,,,
night-school-(2018),Night School,2018-09-28,,,29000000.0,103113446.0,
lasana-de-mono-(argentina),LasaÃƒÂ±a de mono,2017-09-29,,,,8710.0,
kurtlar-vadisi-vatan-(turkey),Kurtlar Vadisi: Vatan,2017-09-29,,,,1893015.0,
judwaa-2-(india),Judwaa 2,2017-09-29,,,,26797432.0,
karuppan-(india),Karuppan,2017-09-29,,,,21402.0,
krym-(russia),Krym,2017-09-29,,,,5904389.0,
interiores-(argentina)-(2016),Interiores,2017-09-29,,,,408.0,
kong-tian-lie-(china),KÃ…ï¿½ng tiÃ„ï¿½n liÃƒÂ¨,2017-09-29,,,,48069252.0,
john-le-carre-an-evening-with-george-smiley-(uk),John Le Carre: An Evening With George Smiley,2017-09-29,,,,21387.0,
firardayiz-(turkey),FirardayÃ„Â±z,2017-09-29,,,,78548.0,
foreigner-the-(uk-china),The Foreigner,2017-10-13,,,35000000.0,145374099.0,
goodbye-christopher-robin,Goodbye Christopher Robin,2017-10-13,54.0,6.9,,7299662.0,1.0
famiglia-una-(italy),Una Famiglia,2017-09-29,,,,48553.0,
especes-menacees-(france),EspÃƒÂ¨ces menacÃƒÂ©es,2017-09-29,,,,111756.0,
exhibition-on-screen-canaletto-and-the-art-of-venice-(uk),Exhibition On Screen: Canaletto and the Art of Venice,2017-09-29,,,,165365.0,
duas-de-mim-(brazil),Duas de Mim,2017-09-29,,,,808751.0,
dont-sleep-(2017),DonÃ¢â‚¬â„¢t Sleep,2017-09-29,,,,,
different-flowers,Different Flowers,2017-09-29,,,,,
gout-des-merveilles-le-(france),Le goÃƒÂ»t des merveilles,2015-12-18,,,,3865682.0,
gassal-(turkey)-(2015),Gassal,2015-12-18,,,,46809.0,
digimon-adventure-tri-5-(japan)-(2018),Digimon Adventure Tri. 5,2017-09-29,,,,329780.0,
frankenstein-04155-(2015),Frankenstein 04155,2015-12-18,,,,10060.0,
eiga-youkai-wocchi-enma-daiou-to-5-tsu-no-monogataridanyan-(japan)-(2015),Eiga Youkai wocchi: Enma daiou to 5-tsu no monogataridanyan!,2015-12-18,,,,53396284.0,
extraction,Extraction,2015-12-18,,,,1063836.0,
francofonia,Francofonia,2015-04-01,71.0,5.1,,1054906.0,0.0
arreo-(argentina)-(2015),Arreo,2015-12-18,,,,13715.0,
as-mil-e-uma-noites-volume-3-o-encantado,"As Mil e Uma Noites: Volume 3, O Encantado",2015-12-18,,,,6669.0,
anguish,Anguish,2015-12-18,,,,43100.0,
alvin-and-the-chipmunks-the-road-chip,Alvin and the Chipmunks: The Road Chip,2015-12-18,33.0,4.0,90000000.0,249517956.0,1.0
agoraphobia-(2015),Agoraphobia,2015-12-18,,,,1665.0,
dilwale,Dilwale,2015-12-18,,,,27496966.0,
tierra-y-la-sombra-la,La tierra y la sombra,2015-12-17,,,,3059.0,
vojtech,Vojtech,2015-12-17,,,,157203.0,
ghouls-the-(china),The Ghouls,2015-12-18,,,37000000.0,248692722.0,
bajirao-mastani,Bajirao Mastani,2015-12-18,,,,9517002.0,
hilfe-ich-hab-meine-lehrerin-geschrumpft,"Hilfe, Ich Hab Meine Lehrerin Geschrumpft",2015-12-17,,,,8521017.0,
winding-stream-the,The Winding Stream,2015-12-16,,,,,
vacanze-ai-caraibi-il-film-di-natale,Vacanze ai Caraibi - Il film di Natale,2015-12-16,,,,8447319.0,
muchenik-(russia),,2016-04-14,,,,249458.0,
motley-crue-the-end-(documentary)-(2016),Motley Crue The End,2016-10-14,,,,4135.0,
moskva-ya-terplyu-tebya-(russia)-(2016),"Moskva, ya terplyu tebya",2016-10-14,,,,55379.0,
mannenharten-2,Mannenharten 2,2015-12-17,,,,3177522.0,
miss-saigon-25th-anniversary-performance,Miss Saigon 25th Anniversary Performance,2016-10-14,,,,3720532.0,
met-opera-cosi-fan-tutti,Met Opera: Cosi Fan Tutte,2016-10-14,,,,79185.0,
max-steel,Max Steel,2016-10-14,22.0,2.9,10000000.0,4563080.0,1.0
maya-angelou-and-still-i-rise,Maya Angelou: And Still I Rise,2016-10-14,,,,,
llevate-mis-amores-(mexico),LlÃƒÂ©vate mis amores,2016-10-14,,,,,
lock-(india),Lock,2016-10-14,,,,43661.0,
little-sister,Little Sister,2016-10-14,74.0,6.2,,,0.0
lichozrouti-(cz),LichoÃ…Â¾routi,2016-10-14,,,,1957009.0,
kavi-udheshichathu-(india),Kavi Udheshichathu..?,2016-10-14,,,,646.0,
joe-cinques-consolation-(oz),Joe Cinque's Consolation,2016-10-14,,,,134069.0,
kevin-hart-what-now,Kevin Hart: What Now?,2016-10-14,60.0,4.6,10000000.0,,2.0
leyenda-del-chupacabras-la,La Leyenda del Chupacabras,2016-10-14,,,,4758094.0,
ism-(india),Ism,2016-10-14,,,,138630.0,
ineses-las-(argentina)-(2016),Las Ineses,2016-10-14,,,,28873.0,
jack-goes-home,Jack Goes Home,2016-10-14,38.0,4.8,,,2.0
hei-chu-you-shen-me-(china),What's in the Darkness,2016-10-14,,,,1047648.0,
gantz-o-(japan)-(2016),Gantz: O,2016-10-14,,,,2359127.0,
harry-potter-imax-marathon-the,The Harry Potter IMAX Marathon,2016-10-14,,,,67992190.0,
egg-angels-cocotama-movie-2018-(s-korea),Egg Angels Cocotama Movie 2018,2018-09-22,,,,321292.0,
white-rabbit-(2018),White Rabbit,2018-09-21,,,,,
wo-shi-jian-cha-guan-(china)-(2018),Wo Shi Jian Cha Guan,2018-09-21,,,,27225.0,
flag-the-(ireland),The Flag,2016-10-14,,,,11241.0,
where-do-we-go-from-here-(uk)-(2015),Where Do We Go From Here?,2018-09-21,,,,7243.0,
theevandi-(india)-(2018),Theevandi,2018-09-21,,,,3610.0,
super-master-and-disciple-(china)-(2018),Super Master & Disciple,2018-09-21,,,,91014.0,
websterovci-(slovakia)(2017),Websterovci,2018-09-21,,,,16531.0,
storyteller-the-(2018),The Storyteller,2018-09-21,,,,,
song-of-sway-lake-the,The Song of Sway Lake,2018-09-21,,,,,
soledad-(argentina)-(2018),Soledad,2018-09-21,,,,61577.0,
viaje-inesperado-(argentina)-(2018),Viaje Inesperado,2018-09-21,,,,4129.0,
smallfoot-(2018),Smallfoot,2018-09-28,,,80000000.0,213682073.0,
sorma-neden-(turkey)-(2018),Sorma Neden,2018-09-21,,,,22048.0,
sisters-brothers-the-(2018),The Sisters Brothers,2018-09-21,,,38000000.0,14636067.0,
sir-(india)-(2018),Sir,2018-09-21,,,,1236534.0,
sky-rise-(china)-(2018),Sky Rise,2018-09-21,,,,1546530.0,
sembra-mio-figlio-(italy)-(2018),Sembra mio figlio,2018-09-21,,,,36059.0,
sheng-nu-da-tao-wang-(china)(2018),Sheng Nu Da Tao Wang,2018-09-21,,,,483331.0,
saamy-2-(india)(2018),Saamy 2,2018-09-21,,,,82519.0,
demain-et-tous-les-autres-jours-(france),Demain et tous les autres jours,2017-09-29,,,,242189.0,
damat-kogusu-(turkey),Damat KoÃ„Å¸uÃ…Å¸u,2017-09-29,,,,11514.0,
converso-(spain),Converso,2017-09-29,,,,102027.0,
qismat-(india)-(2018),Qismat,2018-09-21,,,,278220.0,
daphne-(uk),Daphne,2017-09-29,,,,210958.0,
contagio-il-(italy),Il Contagio,2017-09-29,,,,156837.0,
comboio-de-sal-e-acucar-(portugal),Comboio de Sal e AÃƒÂ§ucar,2017-09-29,,,,1739.0,
chasing-the-dragon-(hong-kong),Chasing the Dragon,2017-09-29,,,,87969037.0,
chi-mha-visto-(italy),Chi m'ha visto,2017-09-29,,,,1385872.0,
botoks-(poland),Botoks,2017-09-29,,,,14396860.0,
basude-kado-(japan)-(2016),BÃƒÂ¢sudÃƒÂª kÃƒÂ¢do,2017-09-29,,,,62184.0,
blade-runner-2049,Blade Runner 2049,2017-10-06,81.0,8.4,185000000.0,258829058.0,2.0
blood-stripe,Blood Stripe,2017-09-29,,,,,
beau-soleil-interieur-un-(france),Un beau soleil intÃƒÂ©rieur,2017-04-27,,,,3758446.0,
alphago,AlphaGo,2017-09-29,,,,,
ajin-(japan),Ajin,2017-09-29,,,,10735896.0,
benim-varos-hikayem-(turkey),Benim VaroÃ…Å¸ Hikayem,2017-09-29,,,,24388.0,
steve-mcqueen-american-icon,Steve McQueen: American Icon,2017-09-28,,,,,
autumn-autumn-(south-korea),"Autumn, Autumn",2017-09-29,,,,6522.0,
adios-querido-pep-(argentina),AdiÃƒÂ³s querido Pep,2017-09-29,,,,3289.0,
30-love,30-Love,2017-09-29,,,,,
nao-zai-wan-zhong-(china)-(2015),Nao Zai Wan Zhong,2015-12-16,,,,730000.0,
natale-col-boss,Natale col Boss,2015-12-16,,,,8184974.0,
humour-a-mor-l-(france)-(2015),L'humour ÃƒÂ  mort,2015-12-16,,,,13603.0,
daeho,Daeho,2015-12-16,,,,11172111.0,
surprise-journey-to-the-west-(china),Surprise: Journey to the West,2015-12-16,,,,49576645.0,
dreams-rewired,Dreams Rewired,2015-12-16,62.0,,,7023.0,0.0
un-plus-une-(france),Un + Une,2015-12-11,,,,6546071.0,
to-be-frank-sinatra-at-100,"To Be Frank, Sinatra at 100",2015-12-11,,,2000000.0,926.0,
